A,B,C,D,target
675.0,81.0,924.0,113.0,6382.5
226.0,580.0,407.0,862.0,5520.0
715.0,819.0,163.0,833.0,5951.5
524.0,921.0,332.0,827.0,6711.5
105.0,37.0,284.0,535.0,2543.5
951.0,979.0,134.0,736.0,6613.0
780.0,320.0,698.0,90.0,6145.0
872.0,198.0,593.0,958.0,6740.0
454.0,444.0,40.0,320.0,2920.0
274.0,600.0,402.0,555.0,5190.5
280.0,701.0,187.0,5.0,3605.5
148.0,999.0,13.0,333.0,3857.5
847.0,5.0,26.0,200.0,2139.0
281.0,803.0,587.0,901.0,7257.5
261.0,359.0,693.0,774.0,6225.0
920.0,430.0,307.0,259.0,5053.5
884.0,755.0,811.0,392.0,8676.0
211.0,65.0,625.0,782.0,4915.0
242.0,864.0,635.0,615.0,7173.5
909.0,354.0,939.0,541.0,8386.5
58.0,291.0,225.0,210.0,2429.0
764.0,368.0,212.0,568.0,4544.0
605.0,103.0,889.0,543.0,6778.5
850.0,504.0,233.0,633.0,5326.5
242.0,843.0,919.0,582.0,8481.0
978.0,291.0,472.0,722.0,6272.0
649.0,756.0,758.0,40.0,7416.0
610.0,942.0,885.0,474.0,9182.0
260.0,415.0,572.0,668.0,5627.0
599.0,566.0,749.0,801.0,7842.5
281.0,465.0,1000.0,335.0,7459.5
924.0,450.0,177.0,356.0,4617.0
626.0,985.0,772.0,713.0,9136.5
221.0,775.0,771.0,565.0,7469.5
573.0,40.0,186.0,837.0,3451.5
143.0,616.0,332.0,226.0,4133.0
179.0,307.0,949.0,4.0,6030.0
132.0,475.0,615.0,492.0,5502.0
642.0,369.0,317.0,164.0,4222.0
248.0,750.0,927.0,459.0,8069.5
565.0,275.0,957.0,114.0,6911.0
802.0,330.0,155.0,704.0,4425.0
479.0,293.0,654.0,694.0,6148.0
410.0,600.0,104.0,423.0,3774.5
486.0,49.0,57.0,813.0,2623.5
818.0,420.0,466.0,721.0,6307.5
32.0,258.0,602.0,145.0,4065.5
656.0,582.0,215.0,291.0,4569.5
500.0,675.0,254.0,109.0,4458.5
217.0,901.0,859.0,397.0,8027.5
682.0,510.0,220.0,390.0,4579.0
887.0,214.0,876.0,509.0,7559.5
447.0,499.0,572.0,116.0,5425.0
347.0,409.0,979.0,162.0,7059.0
832.0,304.0,435.0,456.0,5435.0
950.0,829.0,885.0,738.0,9919.0
871.0,216.0,807.0,700.0,7475.0
651.0,46.0,831.0,402.0,6198.0
859.0,360.0,45.0,110.0,3188.0
553.0,329.0,111.0,616.0,3572.0
823.0,417.0,257.0,628.0,5124.0
955.0,519.0,563.0,635.0,7234.5
495.0,58.0,835.0,392.0,5927.0
64.0,338.0,481.0,177.0,3812.5
436.0,546.0,609.0,18.0,5582.0
956.0,874.0,597.0,369.0,8072.5
722.0,996.0,827.0,839.0,9825.5
913.0,663.0,100.0,942.0,5728.0
543.0,394.0,551.0,407.0,5633.5
460.0,275.0,835.0,512.0,6688.0
647.0,447.0,192.0,897.0,4940.5
464.0,856.0,138.0,458.0,4873.0
836.0,408.0,401.0,99.0,5049.5
968.0,965.0,104.0,783.0,6525.5
628.0,303.0,410.0,259.0,4603.5
942.0,323.0,207.0,430.0,4533.0
13.0,668.0,735.0,36.0,5759.0
867.0,55.0,479.0,294.0,4735.0
234.0,458.0,618.0,89.0,5065.5
934.0,303.0,984.0,826.0,8936.0
231.0,245.0,938.0,538.0,6694.0
455.0,82.0,942.0,895.0,7208.5
346.0,618.0,70.0,954.0,4327.0
359.0,239.0,609.0,350.0,5005.0
624.0,236.0,829.0,55.0,6183.5
932.0,453.0,923.0,505.0,8595.5
536.0,932.0,859.0,227.0,8503.5
542.0,747.0,81.0,302.0,4183.0
56.0,512.0,145.0,135.0,2575.5
335.0,152.0,532.0,162.0,4029.0
122.0,225.0,512.0,299.0,3927.5
441.0,962.0,317.0,760.0,6493.0
416.0,785.0,799.0,301.0,7633.5
893.0,814.0,551.0,700.0,8033.0
114.0,190.0,915.0,381.0,5944.5
462.0,510.0,390.0,118.0,4581.0
595.0,82.0,385.0,848.0,4633.0
865.0,584.0,301.0,223.0,5321.5
771.0,114.0,945.0,116.0,6783.0
972.0,942.0,249.0,514.0,6786.0
605.0,117.0,558.0,643.0,5315.5
219.0,104.0,759.0,556.0,5379.0
729.0,5.0,173.0,338.0,2845.0
568.0,590.0,714.0,298.0,6923.0
132.0,399.0,666.0,203.0,5095.5
855.0,174.0,870.0,380.0,7152.0
1.0,88.0,199.0,331.0,1757.5
735.0,4.0,479.0,403.0,4481.5
803.0,825.0,411.0,942.0,7549.0
816.0,450.0,440.0,427.0,5822.5
304.0,72.0,303.0,570.0,3194.0
0.0,429.0,797.0,923.0,6656.5
291.0,747.0,84.0,791.0,4429.5
919.0,30.0,151.0,384.0,3259.0
694.0,121.0,663.0,671.0,6072.5
691.0,221.0,86.0,303.0,2929.5
31.0,142.0,658.0,660.0,4768.0
756.0,223.0,261.0,134.0,3687.0
745.0,251.0,755.0,296.0,6462.0
581.0,411.0,211.0,886.0,4779.0
661.0,747.0,453.0,980.0,7298.0
31.0,542.0,840.0,121.0,6069.5
849.0,886.0,954.0,299.0,9574.5
625.0,804.0,620.0,699.0,7810.5
103.0,574.0,301.0,336.0,3937.0
344.0,261.0,261.0,755.0,3908.5
422.0,734.0,231.0,910.0,5566.0
508.0,389.0,339.0,740.0,4988.0
233.0,145.0,678.0,194.0,4582.0
585.0,482.0,685.0,888.0,7373.0
203.0,376.0,333.0,669.0,4202.5
577.0,912.0,873.0,77.0,8370.5
253.0,706.0,552.0,183.0,5658.5
217.0,312.0,829.0,362.0,6058.0
551.0,379.0,171.0,788.0,4276.0
2.0,115.0,758.0,921.0,5520.5
379.0,309.0,592.0,915.0,6017.5
542.0,943.0,996.0,700.0,9943.0
672.0,933.0,79.0,357.0,5073.5
27.0,201.0,218.0,424.0,2383.0
793.0,35.0,153.0,393.0,3045.5
250.0,476.0,260.0,391.0,3814.5
108.0,120.0,816.0,103.0,4810.5
728.0,660.0,196.0,655.0,5398.5
582.0,643.0,560.0,939.0,7301.5
555.0,296.0,27.0,691.0,3169.5
771.0,458.0,197.0,754.0,5032.0
254.0,922.0,493.0,260.0,6129.0
381.0,493.0,311.0,327.0,4286.5
946.0,697.0,821.0,786.0,9267.0
998.0,448.0,293.0,904.0,6161.0
822.0,610.0,861.0,258.0,8166.0
580.0,334.0,328.0,744.0,4918.0
599.0,991.0,703.0,48.0,7758.0
224.0,919.0,248.0,715.0,5517.5
830.0,848.0,6.0,467.0,4934.5
866.0,768.0,631.0,88.0,7323.0
386.0,53.0,655.0,341.0,4717.5
97.0,27.0,987.0,277.0,5625.5
274.0,699.0,681.0,812.0,7268.0
336.0,870.0,877.0,154.0,7898.0
948.0,582.0,370.0,237.0,5847.5
182.0,435.0,590.0,56.0,4703.0
555.0,55.0,229.0,296.0,2864.0
262.0,845.0,481.0,438.0,6121.0
860.0,767.0,270.0,116.0,5545.0
58.0,752.0,559.0,475.0,5879.5
605.0,269.0,253.0,17.0,3307.5
928.0,244.0,640.0,16.0,5812.0
149.0,527.0,400.0,392.0,4467.0
290.0,780.0,390.0,211.0,5186.5
464.0,403.0,847.0,482.0,7095.0
133.0,987.0,23.0,7.0,3352.5
640.0,248.0,992.0,401.0,7585.5
786.0,245.0,475.0,102.0,4835.0
160.0,696.0,735.0,828.0,7325.0
988.0,796.0,614.0,2.0,7437.0
281.0,612.0,954.0,566.0,8017.0
757.0,623.0,856.0,962.0,9106.0
639.0,996.0,225.0,51.0,5467.5
420.0,260.0,194.0,968.0,4042.0
781.0,254.0,207.0,872.0,4667.0
871.0,660.0,841.0,851.0,9203.5
486.0,994.0,832.0,842.0,9377.0
43.0,114.0,449.0,461.0,3364.5
996.0,484.0,833.0,21.0,7640.5
831.0,367.0,960.0,347.0,8083.5
109.0,190.0,811.0,961.0,6284.5
175.0,347.0,959.0,78.0,6303.0
581.0,748.0,188.0,115.0,4518.5
274.0,259.0,557.0,51.0,4186.5
420.0,746.0,393.0,474.0,5754.0
259.0,270.0,711.0,724.0,5969.0
355.0,743.0,989.0,329.0,8377.5
79.0,39.0,885.0,970.0,6155.0
337.0,564.0,407.0,74.0,4512.0
622.0,245.0,772.0,96.0,5983.0
872.0,729.0,320.0,86.0,5660.0
647.0,777.0,493.0,979.0,7558.5
601.0,689.0,105.0,170.0,4049.0
820.0,289.0,874.0,154.0,7108.0
810.0,915.0,582.0,919.0,8653.5
986.0,648.0,531.0,298.0,7018.0
61.0,505.0,674.0,0.0,5007.0
295.0,869.0,253.0,175.0,4724.5
211.0,341.0,472.0,124.0,3991.0
751.0,814.0,528.0,168.0,6836.0
738.0,344.0,567.0,835.0,6595.5
668.0,767.0,804.0,403.0,8261.5
290.0,512.0,821.0,35.0,6273.5
451.0,0.0,364.0,791.0,3908.5
487.0,171.0,242.0,646.0,3666.0
923.0,955.0,762.0,482.0,9244.0
763.0,130.0,231.0,377.0,3636.5
737.0,113.0,954.0,219.0,6911.5
997.0,175.0,160.0,302.0,3772.0
493.0,962.0,36.0,233.0,4401.5
374.0,284.0,383.0,14.0,3536.0
107.0,785.0,283.0,94.0,4125.0
499.0,728.0,570.0,847.0,7302.5
967.0,926.0,56.0,352.0,5520.0
510.0,256.0,540.0,751.0,5614.5
171.0,480.0,655.0,543.0,5871.5
349.0,733.0,406.0,415.0,5549.5
63.0,489.0,749.0,514.0,6109.0
0.0,881.0,675.0,782.0,7191.0
881.0,14.0,864.0,46.0,6193.0
791.0,756.0,61.0,24.0,4191.0
56.0,894.0,475.0,851.0,6445.5
184.0,230.0,106.0,895.0,2930.5
274.0,945.0,196.0,168.0,4615.0
73.0,766.0,169.0,700.0,4339.0
765.0,940.0,928.0,196.0,9284.0
618.0,88.0,431.0,409.0,4268.5
931.0,776.0,194.0,22.0,5193.0
896.0,38.0,979.0,160.0,7041.0
269.0,540.0,370.0,14.0,4029.0
385.0,299.0,153.0,778.0,3599.0
259.0,312.0,879.0,823.0,7083.5
800.0,895.0,345.0,189.0,6293.5
862.0,456.0,22.0,817.0,4427.5
314.0,541.0,92.0,643.0,3675.5
56.0,916.0,867.0,892.0,8533.0
301.0,110.0,99.0,711.0,2493.5
579.0,71.0,589.0,560.0,5156.0
504.0,723.0,99.0,730.0,4767.0
682.0,428.0,920.0,573.0,8107.5
712.0,895.0,918.0,623.0,9633.5
14.0,813.0,163.0,454.0,3963.0
467.0,552.0,91.0,403.0,3649.5
789.0,832.0,289.0,646.0,6488.0
399.0,128.0,228.0,384.0,2898.0
330.0,463.0,710.0,116.0,5773.0
620.0,369.0,740.0,83.0,6171.5
267.0,35.0,493.0,835.0,4356.5
5.0,286.0,760.0,990.0,6153.0
637.0,600.0,758.0,418.0,7491.0
293.0,193.0,147.0,494.0,2641.0
84.0,818.0,552.0,559.0,6220.5
422.0,612.0,219.0,331.0,4271.5
559.0,549.0,63.0,518.0,3857.0
244.0,937.0,752.0,382.0,7632.0
226.0,56.0,626.0,591.0,4636.5
636.0,132.0,676.0,508.0,5810.0
183.0,312.0,190.0,604.0,3158.0
559.0,968.0,17.0,469.0,4810.5
822.0,403.0,917.0,714.0,8509.0
546.0,720.0,496.0,352.0,6260.0
133.0,368.0,281.0,138.0,2982.0
485.0,776.0,353.0,523.0,5847.5
302.0,206.0,570.0,411.0,4688.5
775.0,185.0,214.0,3.0,3179.5
297.0,288.0,752.0,879.0,6536.5
645.0,78.0,731.0,152.0,5407.0
568.0,581.0,430.0,783.0,6203.5
543.0,287.0,721.0,839.0,6810.5
592.0,513.0,642.0,742.0,7046.0
128.0,546.0,621.0,223.0,5333.5
296.0,205.0,921.0,143.0,6026.5
415.0,286.0,814.0,2.0,5761.0
393.0,382.0,820.0,109.0,6195.5
844.0,255.0,843.0,144.0,6884.0
673.0,821.0,347.0,270.0,5949.0
615.0,341.0,250.0,304.0,3959.0
330.0,675.0,266.0,935.0,5417.5
722.0,697.0,93.0,246.0,4369.0
521.0,590.0,212.0,788.0,5054.0
272.0,679.0,936.0,502.0,8014.0
600.0,153.0,931.0,705.0,7371.5
479.0,788.0,476.0,372.0,6260.0
784.0,21.0,902.0,571.0,6997.5
242.0,673.0,47.0,973.0,4197.5
808.0,500.0,200.0,293.0,4555.5
987.0,624.0,149.0,457.0,5276.5
714.0,499.0,349.0,280.0,5090.0
417.0,347.0,198.0,645.0,3832.5
932.0,28.0,855.0,366.0,6772.0
278.0,810.0,242.0,526.0,4985.0
586.0,623.0,562.0,106.0,6010.0
605.0,298.0,890.0,222.0,6887.0
999.0,214.0,721.0,690.0,7280.0
362.0,251.0,150.0,556.0,3061.0
456.0,136.0,440.0,870.0,4825.0
438.0,509.0,769.0,776.0,7412.0
845.0,670.0,75.0,161.0,4316.5
662.0,962.0,55.0,934.0,5886.0
698.0,713.0,629.0,405.0,7287.5
723.0,904.0,325.0,357.0,6318.5
180.0,617.0,362.0,259.0,4409.5
660.0,349.0,207.0,490.0,4137.0
928.0,791.0,19.0,861.0,5615.5
469.0,949.0,854.0,881.0,9376.5
106.0,287.0,235.0,483.0,2972.5
451.0,287.0,736.0,113.0,5612.5
698.0,669.0,732.0,562.0,7906.0
847.0,797.0,637.0,635.0,8222.5
456.0,166.0,432.0,884.0,4896.0
204.0,126.0,450.0,937.0,4441.5
772.0,664.0,571.0,552.0,7219.0
963.0,812.0,741.0,946.0,9486.0
941.0,564.0,744.0,872.0,8602.0
153.0,97.0,318.0,224.0,2523.0
932.0,816.0,401.0,584.0,7193.0
57.0,927.0,751.0,872.0,7958.0
852.0,581.0,65.0,141.0,3983.5
753.0,0.0,397.0,464.0,4187.0
84.0,31.0,894.0,704.0,5787.0
241.0,745.0,625.0,146.0,6061.0
541.0,810.0,274.0,323.0,5366.5
129.0,103.0,786.0,626.0,5436.0
439.0,977.0,358.0,415.0,6221.5
943.0,792.0,473.0,77.0,6742.5
246.0,952.0,155.0,924.0,5509.0
510.0,83.0,284.0,331.0,3185.5
326.0,984.0,219.0,472.0,5407.0
501.0,747.0,842.0,670.0,8458.0
846.0,953.0,186.0,392.0,6069.0
375.0,677.0,228.0,548.0,4743.0
336.0,638.0,416.0,610.0,5581.0
293.0,34.0,564.0,223.0,3842.5
496.0,115.0,847.0,772.0,6730.0
632.0,53.0,369.0,560.0,4108.0
395.0,503.0,83.0,425.0,3351.5
421.0,622.0,694.0,58.0,6265.0
138.0,835.0,643.0,318.0,6473.0
906.0,31.0,550.0,34.0,4706.0
987.0,299.0,725.0,174.0,6757.0
68.0,898.0,500.0,96.0,5474.0
67.0,78.0,553.0,103.0,3287.5
86.0,948.0,760.0,971.0,8272.5
198.0,850.0,250.0,984.0,5672.0
139.0,157.0,489.0,919.0,4572.5
261.0,86.0,756.0,82.0,4683.0
539.0,302.0,370.0,476.0,4548.0
410.0,221.0,13.0,828.0,2790.0
539.0,808.0,106.0,217.0,4357.5
243.0,818.0,414.0,260.0,5400.0
367.0,440.0,186.0,126.0,3173.0
403.0,974.0,79.0,100.0,4273.0
121.0,534.0,843.0,849.0,7332.5
340.0,566.0,138.0,927.0,4458.5
237.0,38.0,691.0,914.0,5414.0
450.0,297.0,845.0,710.0,7081.0
620.0,67.0,30.0,615.0,2513.5
582.0,857.0,920.0,565.0,9182.5
427.0,167.0,158.0,991.0,3631.5
602.0,708.0,477.0,278.0,6130.0
701.0,257.0,415.0,793.0,5437.5
495.0,729.0,627.0,599.0,7210.5
421.0,700.0,726.0,634.0,7523.0
554.0,803.0,102.0,496.0,4771.0
742.0,804.0,30.0,792.0,5234.0
834.0,255.0,747.0,269.0,6571.5
811.0,611.0,1.0,584.0,4336.0
334.0,657.0,723.0,777.0,7419.5
24.0,714.0,705.0,129.0,5908.5
994.0,699.0,200.0,43.0,5149.5
405.0,80.0,937.0,572.0,6593.0
10.0,141.0,478.0,910.0,4198.0
572.0,321.0,800.0,513.0,6876.5
799.0,824.0,651.0,956.0,8759.0
588.0,2.0,108.0,32.0,1770.0
740.0,503.0,999.0,146.0,8203.0
313.0,52.0,575.0,152.0,3885.0
803.0,763.0,81.0,368.0,4852.0
583.0,49.0,92.0,12.0,1791.0
17.0,301.0,327.0,500.0,3322.0
634.0,604.0,282.0,643.0,5454.5
559.0,463.0,458.0,742.0,5910.0
952.0,707.0,826.0,527.0,8945.5
812.0,779.0,319.0,791.0,6742.5
775.0,450.0,453.0,249.0,5538.5
398.0,532.0,765.0,467.0,6917.5
266.0,855.0,980.0,292.0,8435.0
632.0,657.0,960.0,428.0,8677.0
795.0,266.0,579.0,924.0,6669.0
671.0,30.0,143.0,906.0,3506.0
594.0,281.0,117.0,611.0,3532.5
293.0,129.0,730.0,611.0,5539.5
427.0,10.0,1000.0,516.0,6658.0
77.0,991.0,388.0,450.0,5742.0
534.0,425.0,978.0,40.0,7293.0
64.0,972.0,632.0,354.0,6735.0
774.0,537.0,930.0,644.0,8775.0
952.0,46.0,744.0,779.0,6930.5
226.0,308.0,313.0,106.0,3100.0
962.0,694.0,964.0,298.0,9273.0
661.0,425.0,751.0,749.0,7475.5
983.0,708.0,405.0,65.0,6212.5
883.0,865.0,827.0,574.0,9357.0
603.0,735.0,951.0,149.0,8389.5
901.0,293.0,438.0,389.0,5454.5
91.0,946.0,216.0,594.0,4991.0
377.0,181.0,900.0,824.0,7033.0
500.0,748.0,367.0,368.0,5631.0
309.0,832.0,22.0,330.0,3719.0
230.0,876.0,50.0,131.0,3534.5
657.0,659.0,374.0,526.0,5950.0
999.0,668.0,732.0,548.0,8484.0
198.0,737.0,849.0,72.0,6960.0
284.0,928.0,340.0,100.0,5202.0
96.0,89.0,649.0,168.0,3956.0
359.0,829.0,694.0,958.0,8112.0
622.0,271.0,634.0,354.0,5758.0
717.0,556.0,357.0,883.0,6211.5
832.0,147.0,760.0,609.0,6818.5
457.0,728.0,200.0,753.0,5227.5
454.0,874.0,607.0,556.0,7399.0
580.0,161.0,447.0,684.0,4904.0
427.0,536.0,219.0,358.0,4094.0
949.0,28.0,921.0,125.0,6774.5
323.0,965.0,898.0,657.0,9016.5
722.0,881.0,214.0,89.0,5290.5
397.0,553.0,231.0,78.0,3725.0
693.0,907.0,867.0,328.0,8934.0
219.0,765.0,497.0,271.0,5624.5
312.0,353.0,873.0,471.0,6754.5
940.0,286.0,12.0,466.0,3497.0
120.0,704.0,976.0,13.0,7251.5
394.0,649.0,17.0,522.0,3603.0
859.0,967.0,134.0,884.0,6615.0
580.0,115.0,628.0,112.0,4813.0
674.0,85.0,787.0,750.0,6663.0
809.0,465.0,89.0,1000.0,4958.0
829.0,501.0,519.0,20.0,5786.0
307.0,813.0,160.0,486.0,4582.0
151.0,111.0,781.0,23.0,4574.5
204.0,767.0,832.0,626.0,7808.0
355.0,136.0,53.0,955.0,2815.5
664.0,243.0,780.0,552.0,6785.0
201.0,329.0,791.0,985.0,6821.5
293.0,311.0,398.0,795.0,4701.5
596.0,451.0,474.0,199.0,5213.5
593.0,86.0,73.0,349.0,2332.5
546.0,999.0,655.0,201.0,7665.5
612.0,1000.0,121.0,476.0,5543.0
259.0,3.0,903.0,843.0,6306.5
208.0,589.0,453.0,790.0,5633.0
910.0,110.0,807.0,478.0,6902.0
512.0,882.0,962.0,137.0,8685.5
934.0,117.0,439.0,100.0,4564.0
827.0,525.0,730.0,951.0,8305.5
898.0,864.0,13.0,529.0,5246.5
826.0,349.0,376.0,456.0,5263.0
623.0,674.0,601.0,614.0,7194.0
300.0,247.0,379.0,261.0,3627.5
542.0,697.0,348.0,437.0,5570.5
373.0,356.0,377.0,468.0,4401.0
847.0,985.0,227.0,447.0,6454.5
428.0,55.0,916.0,811.0,6817.5
680.0,241.0,486.0,44.0,4579.0
334.0,373.0,464.0,237.0,4462.5
743.0,929.0,422.0,321.0,6864.5
259.0,448.0,524.0,836.0,5736.0
252.0,601.0,519.0,185.0,5179.5
212.0,104.0,15.0,345.0,1328.5
958.0,557.0,842.0,892.0,9135.0
464.0,359.0,583.0,194.0,5211.0
922.0,300.0,340.0,469.0,5147.5
134.0,89.0,570.0,453.0,4064.5
643.0,906.0,999.0,895.0,10341.5
42.0,256.0,595.0,288.0,4259.0
191.0,429.0,248.0,760.0,4049.0
418.0,150.0,293.0,882.0,4074.0
853.0,891.0,276.0,916.0,7133.0
202.0,275.0,750.0,906.0,6338.0
458.0,607.0,281.0,7.0,4152.5
451.0,898.0,373.0,702.0,6514.0
469.0,817.0,909.0,60.0,8024.0
950.0,788.0,488.0,434.0,7355.0
858.0,825.0,129.0,79.0,4954.5
369.0,659.0,386.0,23.0,4679.5
787.0,914.0,356.0,679.0,7114.5
124.0,920.0,80.0,922.0,4791.0
653.0,971.0,610.0,304.0,7725.0
289.0,287.0,664.0,478.0,5476.0
133.0,744.0,239.0,515.0,4465.5
156.0,738.0,73.0,727.0,3981.5
565.0,727.0,80.0,636.0,4665.0
62.0,568.0,256.0,620.0,4038.0
32.0,831.0,611.0,556.0,6446.0
445.0,503.0,715.0,804.0,7180.0
185.0,400.0,189.0,933.0,3914.5
621.0,480.0,411.0,949.0,6160.5
961.0,949.0,409.0,598.0,7711.0
422.0,727.0,864.0,760.0,8485.0
620.0,792.0,517.0,35.0,6253.5
173.0,188.0,886.0,345.0,5857.5
477.0,326.0,837.0,191.0,6403.5
531.0,645.0,301.0,222.0,4835.0
375.0,172.0,500.0,870.0,5071.0
314.0,538.0,352.0,812.0,5220.0
807.0,87.0,715.0,94.0,5591.0
456.0,323.0,368.0,879.0,5039.5
201.0,950.0,462.0,420.0,6192.0
508.0,992.0,811.0,237.0,8402.5
274.0,71.0,561.0,838.0,4823.0
728.0,10.0,575.0,306.0,4820.0
898.0,679.0,495.0,203.0,6612.5
118.0,889.0,791.0,657.0,7843.5
190.0,795.0,173.0,11.0,3646.5
205.0,225.0,386.0,964.0,4461.0
508.0,666.0,217.0,423.0,4733.5
892.0,287.0,924.0,668.0,8267.0
300.0,411.0,464.0,91.0,4289.5
839.0,718.0,163.0,766.0,5796.0
981.0,473.0,452.0,553.0,6470.5
384.0,862.0,315.0,571.0,5785.5
860.0,18.0,32.0,519.0,2712.5
468.0,377.0,215.0,659.0,4130.5
390.0,978.0,659.0,158.0,7246.0
457.0,198.0,792.0,315.0,5940.5
611.0,837.0,714.0,985.0,8780.5
332.0,694.0,253.0,694.0,5052.0
618.0,597.0,933.0,261.0,8083.5
807.0,446.0,422.0,658.0,6049.0
718.0,176.0,748.0,998.0,7201.0
327.0,650.0,574.0,213.0,5793.5
569.0,145.0,548.0,886.0,5642.0
553.0,406.0,94.0,857.0,4079.5
616.0,615.0,355.0,902.0,6205.0
456.0,835.0,632.0,804.0,7783.0
510.0,869.0,61.0,674.0,4943.0
415.0,548.0,872.0,920.0,8214.0
279.0,129.0,564.0,211.0,4081.5
305.0,945.0,893.0,39.0,7968.5
150.0,507.0,244.0,351.0,3567.5
390.0,930.0,471.0,778.0,7092.0
474.0,645.0,91.0,671.0,4344.5
687.0,911.0,85.0,847.0,5802.5
262.0,823.0,495.0,8.0,5480.0
492.0,460.0,354.0,190.0,4419.0
555.0,265.0,903.0,497.0,7165.5
203.0,912.0,462.0,193.0,5741.5
791.0,945.0,350.0,501.0,6918.5
259.0,475.0,262.0,574.0,4114.0
637.0,664.0,178.0,201.0,4457.5
76.0,788.0,845.0,887.0,8071.5
915.0,186.0,944.0,739.0,8216.5
156.0,873.0,652.0,923.0,7575.5
939.0,995.0,677.0,933.0,9647.5
456.0,762.0,113.0,646.0,4732.0
985.0,712.0,607.0,219.0,7469.5
61.0,173.0,900.0,73.0,5250.5
882.0,197.0,951.0,962.0,8553.0
474.0,180.0,943.0,717.0,7278.5
319.0,690.0,385.0,310.0,5098.0
516.0,859.0,169.0,366.0,5003.0
355.0,185.0,854.0,891.0,6871.5
85.0,410.0,348.0,742.0,4253.0
235.0,697.0,821.0,480.0,7386.0
358.0,257.0,615.0,758.0,5699.0
335.0,468.0,487.0,984.0,5985.0
712.0,325.0,318.0,17.0,4014.5
796.0,585.0,211.0,282.0,4825.0
376.0,389.0,698.0,338.0,5916.0
996.0,468.0,123.0,372.0,4569.0
997.0,651.0,34.0,567.0,4967.5
263.0,598.0,150.0,237.0,3425.5
117.0,913.0,491.0,725.0,6515.5
787.0,503.0,863.0,487.0,8128.5
313.0,823.0,100.0,527.0,4385.5
335.0,973.0,340.0,363.0,5833.5
25.0,684.0,186.0,530.0,3827.0
711.0,987.0,762.0,695.0,9235.5
455.0,780.0,519.0,209.0,6158.5
890.0,595.0,711.0,21.0,7151.5
962.0,931.0,214.0,965.0,7234.5
522.0,898.0,974.0,570.0,9463.0
711.0,387.0,686.0,491.0,6749.5
737.0,651.0,407.0,948.0,6884.0
187.0,585.0,341.0,738.0,4941.0
497.0,799.0,442.0,762.0,6744.0
912.0,900.0,611.0,264.0,7975.0
370.0,244.0,176.0,796.0,3546.0
774.0,666.0,897.0,242.0,8394.0
210.0,781.0,534.0,503.0,6187.5
929.0,414.0,275.0,443.0,5139.5
207.0,481.0,489.0,685.0,5329.5
584.0,157.0,751.0,69.0,5497.5
901.0,98.0,585.0,978.0,6488.0
219.0,572.0,933.0,948.0,8241.0
346.0,82.0,692.0,239.0,4756.5
972.0,581.0,222.0,599.0,5695.5
189.0,625.0,363.0,782.0,5241.0
936.0,631.0,709.0,264.0,7706.0
742.0,654.0,251.0,112.0,4869.0
566.0,90.0,718.0,950.0,6417.0
413.0,89.0,393.0,359.0,3596.5
177.0,813.0,658.0,716.0,7157.0
386.0,6.0,998.0,769.0,6933.5
384.0,302.0,238.0,849.0,4137.5
399.0,197.0,999.0,478.0,7101.0
337.0,827.0,10.0,933.0,4604.5
451.0,47.0,436.0,593.0,4112.5
321.0,46.0,369.0,685.0,3652.5
684.0,460.0,822.0,517.0,7633.5
393.0,45.0,955.0,120.0,5876.0
442.0,920.0,745.0,662.0,8362.0
51.0,512.0,328.0,310.0,3743.0
204.0,636.0,146.0,97.0,3191.5
363.0,565.0,312.0,188.0,4263.0
359.0,965.0,828.0,647.0,8723.5
102.0,702.0,363.0,874.0,5436.0
653.0,385.0,465.0,571.0,5642.5
265.0,698.0,535.0,232.0,5647.0
588.0,118.0,837.0,558.0,6552.0
367.0,378.0,474.0,743.0,5352.5
927.0,675.0,878.0,391.0,8855.5
747.0,82.0,777.0,81.0,5746.5
800.0,870.0,350.0,341.0,6471.5
906.0,175.0,325.0,41.0,4023.5
76.0,644.0,776.0,615.0,6886.5
183.0,305.0,1.0,429.0,1929.5
798.0,70.0,282.0,520.0,3996.0
825.0,115.0,278.0,541.0,4196.5
827.0,370.0,95.0,606.0,4148.0
317.0,430.0,2.0,523.0,2718.5
300.0,323.0,667.0,459.0,5592.5
463.0,751.0,337.0,831.0,6110.5
516.0,769.0,362.0,415.0,5771.5
732.0,885.0,481.0,473.0,7233.5
35.0,77.0,656.0,841.0,4842.5
992.0,45.0,546.0,262.0,5242.0
142.0,757.0,411.0,152.0,4838.0
489.0,619.0,176.0,128.0,3907.0
463.0,381.0,683.0,750.0,6609.0
379.0,332.0,636.0,558.0,5771.0
439.0,859.0,895.0,181.0,8201.5
206.0,276.0,275.0,515.0,3387.5
730.0,262.0,661.0,434.0,6202.0
205.0,769.0,762.0,304.0,6983.0
385.0,569.0,623.0,759.0,6730.5
122.0,69.0,972.0,713.0,6380.5
927.0,507.0,334.0,925.0,6432.5
920.0,194.0,668.0,185.0,6039.5
411.0,1.0,462.0,49.0,3208.5
600.0,524.0,951.0,808.0,8739.0
841.0,177.0,456.0,332.0,4991.0
367.0,812.0,355.0,287.0,5375.5
913.0,234.0,894.0,241.0,7359.5
30.0,951.0,557.0,805.0,6905.5
568.0,994.0,265.0,981.0,6914.5
397.0,806.0,904.0,6.0,7741.0
165.0,811.0,989.0,444.0,8374.0
546.0,269.0,541.0,913.0,5973.5
